2025-03-17 15:55:09 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 11868
2025-03-17 15:55:09 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-03-17 15:55:09 0 [Note] InnoDB: Uses event mutexes
2025-03-17 15:55:09 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-03-17 15:55:09 0 [Note] InnoDB: Number of pools: 1
2025-03-17 15:55:09 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 305140 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 306936 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 300956 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 300956 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 300995 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
